67.0000 7.4627 10.4478 11.9403 58.2090 11.9403
4.0000 0.0000 0.0000 25.0000 25.0000 50.0000
4.0000 50.0000 25.0000 0.0000 25.0000 0.0000
18.0000 0.0000 11.1111 11.1111 61.1111 16.6667
5.0000 20.0000 20.0000 20.0000 40.0000 0.0000
3.0000 33.3333 33.3333 0.0000 0.0000 33.3333
11.0000 9.0909 0.0000 27.2727 45.4545 18.1818
3.0000 0.0000 66.6667 0.0000 0.0000 33.3333
10.0000 20.0000 20.0000 20.0000 30.0000 10.0000
3.0000 66.6667 0.0000 0.0000 0.0000 33.3333
3.0000 0.0000 0.0000 0.0000 33.3333 66.6667
3.0000 0.0000 0.0000 0.0000 100.0000 0.0000
44.0000 0.0000 9.0909 6.8182 31.8182 52.2727
3.0000 33.3333 0.0000 0.0000 0.0000 66.6667
3.0000 0.0000 0.0000 0.0000 0.0000 100.0000
4.0000 50.0000 0.0000 25.0000 25.0000 0.0000
60.0000 3.3333 6.6667 8.3333 28.3333 53.3333
5.0000 40.0000 20.0000 0.0000 0.0000 40.0000
5.0000 0.0000 0.0000 20.0000 40.0000 40.0000
3.0000 0.0000 0.0000 33.3333 66.6667 0.0000
3.0000 33.3333 0.0000 33.3333 33.3333 0.0000
18.0000 5.5556 11.1111 11.1111 50.0000 22.2222
13.0000 0.0000 0.0000 0.0000 61.5385 38.4615
12.0000 8.3333 25.0000 41.6667 16.6667 8.3333
8.0000 25.0000 0.0000 25.0000 25.0000 25.0000
3.0000 0.0000 33.3333 0.0000 66.6667 0.0000
8.0000 0.0000 25.0000 25.0000 37.5000 12.5000
3.0000 33.3333 0.0000 0.0000 0.0000 66.6667
4.0000 0.0000 0.0000 0.0000 50.0000 50.0000
39.0000 0.0000 12.8205 41.0256 43.5897 2.5641
4.0000 0.0000 0.0000 0.0000 75.0000 25.0000
3.0000 0.0000 0.0000 0.0000 33.3333 66.6667
10.0000 40.0000 10.0000 30.0000 20.0000 0.0000
39.0000 10.2564 10.2564 10.2564 41.0256 28.2051
7.0000 28.5714 14.2857 0.0000 57.1429 0.0000
54.0000 14.8148 14.8148 11.1111 33.3333 25.9259
4.0000 25.0000 0.0000 25.0000 0.0000 50.0000
18.0000 0.0000 5.5556 16.6667 44.4444 33.3333
4.0000 25.0000 25.0000 25.0000 0.0000 25.0000
6.0000 33.3333 16.6667 33.3333 16.6667 0.0000
3.0000 0.0000 0.0000 0.0000 33.3333 66.6667
4.0000 25.0000 0.0000 0.0000 75.0000 0.0000
6.0000 0.0000 0.0000 16.6667 50.0000 33.3333
48.0000 8.3333 6.2500 18.7500 35.4167 31.2500
7.0000 14.2857 14.2857 14.2857 57.1429 0.0000
119.0000 1.6807 11.7647 22.6891 44.5378 19.3277
5.0000 0.0000 20.0000 0.0000 40.0000 40.0000
4.0000 25.0000 25.0000 0.0000 50.0000 0.0000
9.0000 33.3333 0.0000 22.2222 33.3333 11.1111
77.0000 2.5974 5.1948 7.7922 49.3506 35.0649
109.0000 6.4220 2.7523 1.8349 24.7706 64.2202
4.0000 0.0000 0.0000 0.0000 0.0000 100.0000
18.0000 16.6667 0.0000 11.1111 16.6667 55.5556
29.0000 3.4483 3.4483 0.0000 13.7931 79.3103
4.0000 0.0000 0.0000 0.0000 50.0000 50.0000
9.0000 11.1111 33.3333 33.3333 0.0000 22.2222
16.0000 0.0000 0.0000 12.5000 12.5000 75.0000
4.0000 25.0000 0.0000 0.0000 0.0000 75.0000
3.0000 0.0000 33.3333 0.0000 0.0000 66.6667
4.0000 0.0000 0.0000 25.0000 25.0000 50.0000
4.0000 25.0000 0.0000 0.0000 25.0000 50.0000
4.0000 25.0000 25.0000 0.0000 50.0000 0.0000
3.0000 33.3333 0.0000 33.3333 0.0000 33.3333
3.0000 0.0000 0.0000 33.3333 0.0000 66.6667
5.0000 0.0000 0.0000 40.0000 40.0000 20.0000
4.0000 25.0000 25.0000 25.0000 0.0000 25.0000
3.0000 0.0000 33.3333 0.0000 0.0000 66.6667
4.0000 0.0000 0.0000 0.0000 0.0000 100.0000
5.0000 0.0000 0.0000 0.0000 0.0000 100.0000
3.0000 0.0000 0.0000 0.0000 66.6667 33.3333
15.0000 0.0000 13.3333 13.3333 53.3333 20.0000
33.0000 6.0606 6.0606 12.1212 45.4545 30.3030
18.0000 11.1111 0.0000 33.3333 16.6667 38.8889
9.0000 0.0000 11.1111 0.0000 77.7778 11.1111
36.0000 11.1111 16.6667 11.1111 44.4444 16.6667
6.0000 0.0000 33.3333 0.0000 0.0000 66.6667
5.0000 60.0000 0.0000 0.0000 0.0000 40.0000
9.0000 33.3333 0.0000 33.3333 22.2222 11.1111
4.0000 0.0000 25.0000 0.0000 0.0000 75.0000
3.0000 0.0000 33.3333 0.0000 0.0000 66.6667
27.0000 3.7037 14.8148 18.5185 22.2222 40.7407
16.0000 0.0000 6.2500 0.0000 12.5000 81.2500
24.0000 8.3333 0.0000 29.1667 45.8333 16.6667
5.0000 20.0000 0.0000 0.0000 40.0000 40.0000
8.0000 0.0000 0.0000 25.0000 50.0000 25.0000
14.0000 0.0000 14.2857 21.4286 42.8571 21.4286
8.0000 37.5000 25.0000 25.0000 0.0000 12.5000
4.0000 0.0000 25.0000 0.0000 50.0000 25.0000
6.0000 33.3333 33.3333 33.3333 0.0000 0.0000
3.0000 33.3333 0.0000 0.0000 66.6667 0.0000
9.0000 0.0000 11.1111 0.0000 0.0000 88.8889
51.0000 7.8431 25.4902 19.6078 39.2157 7.8431
220.0000 7.7273 9.0909 15.4545 48.1818 19.5455
7.0000 0.0000 0.0000 14.2857 71.4286 14.2857
3.0000 33.3333 0.0000 0.0000 66.6667 0.0000
3.0000 0.0000 0.0000 0.0000 0.0000 100.0000
5.0000 0.0000 0.0000 0.0000 40.0000 60.0000
15.0000 6.6667 6.6667 6.6667 60.0000 20.0000
3.0000 33.3333 0.0000 0.0000 33.3333 33.3333
3.0000 33.3333 0.0000 0.0000 33.3333 33.3333
4.0000 0.0000 25.0000 25.0000 50.0000 0.0000
4.0000 0.0000 0.0000 0.0000 0.0000 100.0000
5.0000 20.0000 60.0000 20.0000 0.0000 0.0000
52.0000 3.8462 9.6154 13.4615 46.1538 26.9231
7.0000 0.0000 0.0000 0.0000 14.2857 85.7143
6.0000 0.0000 0.0000 50.0000 50.0000 0.0000
7.0000 71.4286 0.0000 14.2857 0.0000 14.2857
30.0000 13.3333 10.0000 20.0000 43.3333 13.3333
4.0000 0.0000 0.0000 0.0000 50.0000 50.0000
3.0000 33.3333 0.0000 0.0000 0.0000 66.6667
3.0000 0.0000 0.0000 0.0000 33.3333 66.6667
5.0000 0.0000 20.0000 0.0000 60.0000 20.0000
30.0000 10.0000 0.0000 20.0000 46.6667 23.3333
5.0000 20.0000 20.0000 60.0000 0.0000 0.0000
54.0000 5.5556 20.3704 14.8148 38.8889 20.3704
30.0000 10.0000 23.3333 23.3333 26.6667 16.6667
6.0000 16.6667 16.6667 16.6667 33.3333 16.6667
6.0000 33.3333 0.0000 33.3333 0.0000 33.3333
7.0000 0.0000 0.0000 0.0000 0.0000 100.0000
4.0000 0.0000 50.0000 25.0000 25.0000 0.0000
6.0000 16.6667 0.0000 16.6667 0.0000 66.6667
