1.0000 0.0000 0.0000 0.0000 0.0000 100.0000 0.0000
1.0000 0.0000 0.0000 0.0000 100.0000 0.0000 0.0000
6.0000 0.0000 0.0000 16.6667 33.3333 50.0000 11.0000
1.0000 100.0000 0.0000 0.0000 0.0000 0.0000 3.0000
9.0000 0.0000 22.2222 0.0000 33.3333 44.4444 6.0000
18.0000 5.5556 0.0000 16.6667 66.6667 11.1111 32.0000
1.0000 100.0000 0.0000 0.0000 0.0000 0.0000 4.0000
1.0000 0.0000 0.0000 0.0000 0.0000 100.0000 0.0000
1.0000 0.0000 0.0000 0.0000 0.0000 100.0000 0.0000
1.0000 0.0000 100.0000 0.0000 0.0000 0.0000 1.0000
2.0000 0.0000 0.0000 0.0000 50.0000 50.0000 3.0000
1.0000 0.0000 0.0000 0.0000 0.0000 100.0000 0.0000
1.0000 0.0000 0.0000 0.0000 0.0000 100.0000 0.0000
1.0000 0.0000 0.0000 0.0000 0.0000 100.0000 1.0000
3.0000 0.0000 0.0000 0.0000 0.0000 100.0000 2.0000
1.0000 0.0000 0.0000 0.0000 100.0000 0.0000 5.0000
1.0000 0.0000 100.0000 0.0000 0.0000 0.0000 0.0000
1.0000 0.0000 0.0000 0.0000 100.0000 0.0000 0.0000
2.0000 0.0000 0.0000 0.0000 50.0000 50.0000 2.0000
2.0000 0.0000 0.0000 0.0000 0.0000 100.0000 0.0000
9.0000 0.0000 0.0000 33.3333 55.5556 11.1111 4.0000
1.0000 0.0000 0.0000 0.0000 0.0000 100.0000 1.0000
4.0000 25.0000 0.0000 0.0000 50.0000 25.0000 5.0000
3.0000 0.0000 0.0000 33.3333 66.6667 0.0000 9.0000
10.0000 0.0000 10.0000 10.0000 60.0000 20.0000 11.0000
5.0000 60.0000 20.0000 0.0000 0.0000 20.0000 6.0000
1.0000 0.0000 0.0000 100.0000 0.0000 0.0000 0.0000
7.0000 28.5714 0.0000 0.0000 28.5714 42.8571 6.0000
1.0000 0.0000 0.0000 0.0000 100.0000 0.0000 0.0000
2.0000 0.0000 100.0000 0.0000 0.0000 0.0000 0.0000
1.0000 0.0000 0.0000 0.0000 0.0000 100.0000 0.0000
1.0000 100.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.0000 0.0000 0.0000 0.0000 100.0000 0.0000 0.0000
1.0000 0.0000 0.0000 0.0000 0.0000 100.0000 0.0000
2.0000 0.0000 0.0000 0.0000 50.0000 50.0000 2.0000
17.0000 17.6471 11.7647 11.7647 23.5294 35.2941 53.0000
29.0000 0.0000 13.7931 20.6897 41.3793 24.1379 60.0000
3.0000 33.3333 33.3333 0.0000 33.3333 0.0000 4.0000
2.0000 0.0000 0.0000 0.0000 0.0000 100.0000 4.0000
4.0000 0.0000 0.0000 0.0000 75.0000 25.0000 5.0000
3.0000 0.0000 0.0000 0.0000 0.0000 100.0000 0.0000
5.0000 0.0000 0.0000 0.0000 40.0000 60.0000 8.0000
