00dakCMMozVoqbO3ljgVIg 1 0.0 0.0 0.0 0.0 100.0 0
00DeWETLJWNTx4okutHVeA 1 0.0 0.0 0.0 100.0 0.0 0
00IVoTJHcLi9EgDQsFJAiQ 6 0.0 0.0 16.6666666667 33.3333333333 50.0 11
00KxB2nOCoIYU7FCG1I4Rg 1 100.0 0.0 0.0 0.0 0.0 3
00PjBksrk0DYsG1LiJBnHQ 9 0.0 22.2222222222 0.0 33.3333333333 44.4444444444 6
00rEiH5Z7hnPjj0bQdG2vA 18 5.55555555556 0.0 16.6666666667 66.6666666667 11.1111111111 32
00rv5DeFuilc39RV46Ks7w 1 100.0 0.0 0.0 0.0 0.0 4
00-vInDuI5I78SzGo_022A 1 0.0 0.0 0.0 0.0 100.0 0
00WpjbkLkxLhjd3oHUU7ag 1 0.0 0.0 0.0 0.0 100.0 0
00X2_x8_bAdMrpRge5Jx5Q 1 0.0 100.0 0.0 0.0 0.0 1
_00XHr9on_5mWtaiYtdZjg 2 0.0 0.0 0.0 50.0 50.0 3
00xieoeyEe5uN3lhmdBlng 1 0.0 0.0 0.0 0.0 100.0 0
00xlzNoUgwfYsnHL7f7i5Q 1 0.0 0.0 0.0 0.0 100.0 0
00xseuGETqQAwGiHtk29Dg 1 0.0 0.0 0.0 0.0 100.0 1
010uctFbL3rzTlxeylzAsw 3 0.0 0.0 0.0 0.0 100.0 2
011Az2JUgRiJObyOPZTfWA 1 0.0 0.0 0.0 100.0 0.0 5
012iOVBiZfpK67KUCHBFdw 1 0.0 100.0 0.0 0.0 0.0 0
0178DFrWNvyhTxqT-2XfUw 1 0.0 0.0 0.0 100.0 0.0 0
01Gc7stzEa_cL_HBtPtOFw 2 0.0 0.0 0.0 50.0 50.0 2
-01H9S7YxFrhRgNdvxmaVQ 2 0.0 0.0 0.0 0.0 100.0 0
01hiTvu2EGF4G9YIfAYkDw 9 0.0 0.0 33.3333333333 55.5555555556 11.1111111111 4
01iRNoZ91eWlCQsQRrTdbw 1 0.0 0.0 0.0 0.0 100.0 1
01nTwhHBaw8AHjQDb7JGBw 4 25.0 0.0 0.0 50.0 25.0 5
01OMnVKqx1CME12orfIrDA 3 0.0 0.0 33.3333333333 66.6666666667 0.0 9
01pI8lIEwSAzzfPxUby-yw 10 0.0 10.0 10.0 60.0 20.0 11
01pjEId_A_MI4XaFyVKXFw 5 60.0 20.0 0.0 0.0 20.0 6
01WGYKc9lVq-V6fG_eyj3A 1 0.0 0.0 100.0 0.0 0.0 0
_01X4a-sS1Oc2yZuMMuCEQ 7 28.5714285714 0.0 0.0 28.5714285714 42.8571428571 6
01x9fhwar4S7t911-oxe8g 1 0.0 0.0 0.0 100.0 0.0 0
01XhutBW-AAWTLY4kCRjsQ 2 0.0 100.0 0.0 0.0 0.0 0
02-2JMvDu9QDHUQFxAUCWQ 1 0.0 0.0 0.0 0.0 100.0 0
028HeCczCf00fqcLQQR8rA 1 100.0 0.0 0.0 0.0 0.0 0
028v9b6r4SkuDos8iXlR1w 1 0.0 0.0 0.0 100.0 0.0 0
02adxBzRiT2U5k8FUzMbJw 1 0.0 0.0 0.0 0.0 100.0 0
02JMm1ncjMQoL6QPfyhc8A 2 0.0 0.0 0.0 50.0 50.0 2
02LanstxBzqF_foJ8kFTBA 17 17.6470588235 11.7647058824 11.7647058824 23.5294117647 35.2941176471 53
02mA_muC-5A_Oe_tv8tg0g 29 0.0 13.7931034483 20.6896551724 41.3793103448 24.1379310345 60
02opZRjrfcjxsYzzD8FQ5g 3 33.3333333333 33.3333333333 0.0 33.3333333333 0.0 4
02q1ErfDu9toKO4iNQyhSA 2 0.0 0.0 0.0 0.0 100.0 4
02SmyhfYo1QtMQrC4T2Z4Q 4 0.0 0.0 0.0 75.0 25.0 5
02TxK5mDNIHBccCFetDefw 3 0.0 0.0 0.0 0.0 100.0 0
037gJ6fmcXCW1ajls5tr_Q 5 0.0 0.0 0.0 40.0 60.0 8
038fcAUG3makrkLXRgw52g 35 2.85714285714 2.85714285714 11.4285714286 31.4285714286 51.4285714286 73
03ArkMwQ7gHWPOrJ28MIIw 1 0.0 0.0 0.0 100.0 0.0 1
03kllIN9ASWGmecQPLPqZA 17 5.88235294118 11.7647058824 11.7647058824 35.2941176471 35.2941176471 34
0-3ns3QSfFL8nDXRKBZ10w 1 0.0 0.0 0.0 100.0 0.0 2
03OBsV-zcLWauQ4hY1P9ug 1 0.0 0.0 0.0 0.0 100.0 2
03Oz66jJqOPXszYgQKhusw 2 0.0 0.0 50.0 50.0 0.0 0
03So5fVSX1HA0cPrfIgDYg 5 0.0 0.0 0.0 0.0 100.0 7
03sY4uhLGJbEALve7YhHBA 6 0.0 0.0 16.6666666667 50.0 33.3333333333 1
03Wi3xFOI_DUcsIoRQDTBQ 7 0.0 14.2857142857 14.2857142857 42.8571428571 28.5714285714 11
03XnXCXK7gVJaNRtze5zCQ 1 0.0 0.0 0.0 0.0 100.0 0
044ayfuEbad7SKyM_c0OZw 2 0.0 0.0 0.0 100.0 0.0 4
04-b0IDhhiaVKbmDwQD3tA 2 50.0 0.0 0.0 50.0 0.0 8
04bgNBaA08GfHUndweJZSA 4 0.0 0.0 0.0 0.0 100.0 6
04Bliog4JSekIOQiImkEKA 1 0.0 0.0 0.0 100.0 0.0 0
04IL-BzBN8WdOQEtYVoZ4Q 12 16.6666666667 25.0 0.0 41.6666666667 16.6666666667 16
04LI791UXGRQj0Bg_e-l3Q 1 0.0 100.0 0.0 0.0 0.0 0
04xW5mhSBaCzpjbcf2VSZg 86 16.2790697674 22.0930232558 23.2558139535 22.0930232558 16.2790697674 204
050100laeiBF_2rANXvZlA 2 0.0 0.0 0.0 0.0 100.0 1
_059bXRkCzdOiEmPxZnUIA 1 0.0 0.0 0.0 100.0 0.0 1
059zU-spz0tX8ef37Kqtcw 2 100.0 0.0 0.0 0.0 0.0 3
05AcY8awfcsXX2SuJxHmBA 5 0.0 20.0 20.0 60.0 0.0 11
05C-afoGFwzcE4jr2E6OHQ 1 100.0 0.0 0.0 0.0 0.0 0
05IuMnO1tvU0tY6xQQje0w 1 0.0 0.0 0.0 0.0 100.0 1
05QidqjR04heYoPtdYehPw 1 0.0 0.0 0.0 0.0 100.0 1
05Y7z5_7j_8S2KrCGRoNig 2 0.0 50.0 0.0 0.0 50.0 2
