1.0 0.0 0.0 0.0 0.0 100.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0
1.0 0.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0
6.0 0.0 0.0 16.6667 33.3333 50.0 11.0 0.0 16.6666666667 16.6666666667 16.6666666667 16.6666666667 0.0 33.3333333333
1.0 100.0 0.0 0.0 0.0 0.0 3.0 0.0 0.0 0.0 0.0 0.0 100.0 0.0
9.0 0.0 22.2222 0.0 33.3333 44.4444 6.0 22.2222222222 0.0 66.6666666667 11.1111111111 0.0 0.0 0.0
18.0 5.5556 0.0 16.6667 66.6667 11.1111 32.0 11.1111111111 5.55555555556 38.8888888889 27.7777777778 0.0 5.55555555556 11.1111111111
1.0 100.0 0.0 0.0 0.0 0.0 4.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0
1.0 0.0 0.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 100.0
1.0 0.0 0.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 100.0 0.0 0.0
1.0 0.0 100.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 100.0 0.0
2.0 0.0 0.0 0.0 50.0 50.0 3.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0
1.0 0.0 0.0 0.0 0.0 100.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0
1.0 0.0 0.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 100.0 0.0 0.0
1.0 0.0 0.0 0.0 0.0 100.0 1.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0
3.0 0.0 0.0 0.0 0.0 100.0 2.0 0.0 0.0 33.3333333333 0.0 0.0 0.0 66.6666666667
1.0 0.0 0.0 0.0 100.0 0.0 5.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0
1.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 100.0
1.0 0.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 100.0
