67.0 7.4627 10.4478 11.9403 58.209 11.9403 3.0303030303 1.51515151515 18.1818181818 4.54545454545 59.0909090909 6.06060606061 7.57575757576
4.0 0.0 0.0 25.0 25.0 50.0 50.0 0.0 0.0 0.0 25.0 0.0 25.0
4.0 50.0 25.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 66.6666666667 33.3333333333 0.0
18.0 0.0 11.1111 11.1111 61.1111 16.6667 13.3333333333 0.0 0.0 0.0 73.3333333333 0.0 13.3333333333
5.0 20.0 20.0 20.0 40.0 0.0 0.0 0.0 0.0 0.0 100.0 0.0 0.0
3.0 33.3333 33.3333 0.0 0.0 33.3333 33.3333333333 0.0 0.0 0.0 0.0 33.3333333333 33.3333333333
11.0 9.0909 0.0 27.2727 45.4545 18.1818 0.0 0.0 10.0 0.0 90.0 0.0 0.0
3.0 0.0 66.6667 0.0 0.0 33.3333 33.3333333333 0.0 0.0 33.3333333333 33.3333333333 0.0 0.0
10.0 20.0 20.0 20.0 30.0 10.0 11.1111111111 0.0 0.0 0.0 66.6666666667 11.1111111111 11.1111111111
3.0 66.6667 0.0 0.0 0.0 33.3333 0.0 0.0 33.3333333333 0.0 66.6666666667 0.0 0.0
3.0 0.0 0.0 0.0 33.3333 66.6667 0.0 0.0 0.0 0.0 100.0 0.0 0.0
3.0 0.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 100.0 0.0 0.0
44.0 0.0 9.0909 6.8182 31.8182 52.2727 17.5 0.0 2.5 2.5 65.0 12.5 0.0
3.0 33.3333 0.0 0.0 0.0 66.6667 0.0 0.0 0.0 0.0 66.6666666667 33.3333333333 0.0
3.0 0.0 0.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 100.0 0.0 0.0
4.0 50.0 0.0 25.0 25.0 0.0 50.0 0.0 0.0 25.0 0.0 25.0 0.0
60.0 3.3333 6.6667 8.3333 28.3333 53.3333 19.6428571429 0.0 12.5 1.78571428571 58.9285714286 3.57142857143 3.57142857143
5.0 40.0 20.0 0.0 0.0 40.0 40.0 0.0 0.0 0.0 0.0 60.0 0.0
5.0 0.0 0.0 20.0 40.0 40.0 40.0 0.0 0.0 0.0 60.0 0.0 0.0
3.0 0.0 0.0 33.3333 66.6667 0.0 0.0 0.0 0.0 0.0 66.6666666667 33.3333333333 0.0
3.0 33.3333 0.0 33.3333 33.3333 0.0 0.0 0.0 0.0 0.0 66.6666666667 33.3333333333 0.0
18.0 5.5556 11.1111 11.1111 50.0 22.2222 13.3333333333 0.0 0.0 0.0 60.0 0.0 26.6666666667
13.0 0.0 0.0 0.0 61.5385 38.4615 0.0 0.0 0.0 0.0 91.6666666667 0.0 8.33333333333
12.0 8.3333 25.0 41.6667 16.6667 8.3333 16.6666666667 0.0 8.33333333333 0.0 66.6666666667 0.0 8.33333333333
8.0 25.0 0.0 25.0 25.0 25.0 12.5 0.0 12.5 0.0 62.5 0.0 12.5
3.0 0.0 33.3333 0.0 66.6667 0.0 50.0 0.0 0.0 0.0 50.0 0.0 0.0
8.0 0.0 25.0 25.0 37.5 12.5 37.5 0.0 0.0 12.5 25.0 25.0 0.0
3.0 33.3333 0.0 0.0 0.0 66.6667 66.6666666667 0.0 0.0 0.0 33.3333333333 0.0 0.0
4.0 0.0 0.0 0.0 50.0 50.0 25.0 0.0 0.0 25.0 50.0 0.0 0.0
39.0 0.0 12.8205 41.0256 43.5897 2.5641 2.77777777778 0.0 2.77777777778 0.0 77.7777777778 8.33333333333 8.33333333333
4.0 0.0 0.0 0.0 75.0 25.0 25.0 0.0 0.0 0.0 50.0 0.0 25.0
3.0 0.0 0.0 0.0 33.3333 66.6667 33.3333333333 0.0 66.6666666667 0.0 0.0 0.0 0.0
10.0 40.0 10.0 30.0 20.0 0.0 0.0 0.0 0.0 0.0 90.0 0.0 10.0
39.0 10.2564 10.2564 10.2564 41.0256 28.2051 10.2564102564 0.0 10.2564102564 5.12820512821 66.6666666667 2.5641025641 5.12820512821
7.0 28.5714 14.2857 0.0 57.1429 0.0 0.0 0.0 0.0 0.0 80.0 20.0 0.0
54.0 14.8148 14.8148 11.1111 33.3333 25.9259 5.66037735849 0.0 24.5283018868 0.0 60.3773584906 9.43396226415 0.0
4.0 25.0 0.0 25.0 0.0 50.0 0.0 0.0 0.0 0.0 66.6666666667 0.0 33.3333333333
18.0 0.0 5.5556 16.6667 44.4444 33.3333 17.6470588235 0.0 11.7647058824 0.0 70.5882352941 0.0 0.0
4.0 25.0 25.0 25.0 0.0 25.0 33.3333333333 0.0 0.0 0.0 33.3333333333 33.3333333333 0.0
6.0 33.3333 16.6667 33.3333 16.6667 0.0 0.0 0.0 0.0 0.0 83.3333333333 16.6666666667 0.0
3.0 0.0 0.0 0.0 33.3333 66.6667 0.0 0.0 0.0 0.0 100.0 0.0 0.0
4.0 25.0 0.0 0.0 75.0 0.0 25.0 0.0 0.0 0.0 75.0 0.0 0.0
6.0 0.0 0.0 16.6667 50.0 33.3333 0.0 0.0 0.0 0.0 83.3333333333 0.0 16.6666666667
48.0 8.3333 6.25 18.75 35.4167 31.25 15.2173913043 0.0 4.34782608696 0.0 65.2173913043 6.52173913043 8.69565217391
7.0 14.2857 14.2857 14.2857 57.1429 0.0 0.0 0.0 0.0 0.0 85.7142857143 14.2857142857 0.0
119.0 1.6807 11.7647 22.6891 44.5378 19.3277 1.85185185185 0.925925925926 14.8148148148 0.0 75.0 2.77777777778 4.62962962963
5.0 0.0 20.0 0.0 40.0 40.0 0.0 0.0 0.0 0.0 80.0 0.0 20.0
4.0 25.0 25.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 50.0 25.0 25.0
9.0 33.3333 0.0 22.2222 33.3333 11.1111 0.0 0.0 14.2857142857 0.0 71.4285714286 14.2857142857 0.0
77.0 2.5974 5.1948 7.7922 49.3506 35.0649 4.0 1.33333333333 17.3333333333 4.0 61.3333333333 1.33333333333 10.6666666667
109.0 6.422 2.7523 1.8349 24.7706 64.2202 5.76923076923 0.0 35.5769230769 2.88461538462 46.1538461538 5.76923076923 3.84615384615
4.0 0.0 0.0 0.0 0.0 100.0 25.0 0.0 0.0 0.0 75.0 0.0 0.0
18.0 16.6667 0.0 11.1111 16.6667 55.5556 22.2222222222 0.0 0.0 0.0 61.1111111111 11.1111111111 5.55555555556
29.0 3.4483 3.4483 0.0 13.7931 79.3103 21.4285714286 0.0 7.14285714286 0.0 57.1428571429 3.57142857143 10.7142857143
4.0 0.0 0.0 0.0 50.0 50.0 50.0 0.0 0.0 25.0 25.0 0.0 0.0
9.0 11.1111 33.3333 33.3333 0.0 22.2222 33.3333333333 0.0 11.1111111111 0.0 44.4444444444 11.1111111111 0.0
16.0 0.0 0.0 12.5 12.5 75.0 12.5 0.0 6.25 0.0 81.25 0.0 0.0
4.0 25.0 0.0 0.0 0.0 75.0 50.0 0.0 0.0 0.0 50.0 0.0 0.0
3.0 0.0 33.3333 0.0 0.0 66.6667 33.3333333333 0.0 0.0 0.0 66.6666666667 0.0 0.0
4.0 0.0 0.0 25.0 25.0 50.0 25.0 0.0 0.0 0.0 50.0 0.0 25.0
4.0 25.0 0.0 0.0 25.0 50.0 0.0 0.0 0.0 25.0 75.0 0.0 0.0
4.0 25.0 25.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 50.0 50.0 0.0
3.0 33.3333 0.0 33.3333 0.0 33.3333 33.3333333333 0.0 0.0 0.0 33.3333333333 0.0 33.3333333333
3.0 0.0 0.0 33.3333 0.0 66.6667 66.6666666667 0.0 0.0 0.0 33.3333333333 0.0 0.0
5.0 0.0 0.0 40.0 40.0 20.0 0.0 0.0 0.0 0.0 75.0 25.0 0.0
4.0 25.0 25.0 25.0 0.0 25.0 25.0 25.0 0.0 0.0 50.0 0.0 0.0
3.0 0.0 33.3333 0.0 0.0 66.6667 66.6666666667 0.0 0.0 0.0 33.3333333333 0.0 0.0
4.0 0.0 0.0 0.0 0.0 100.0 50.0 0.0 0.0 0.0 50.0 0.0 0.0
5.0 0.0 0.0 0.0 0.0 100.0 80.0 0.0 0.0 0.0 20.0 0.0 0.0
3.0 0.0 0.0 0.0 66.6667 33.3333 33.3333333333 0.0 0.0 0.0 66.6666666667 0.0 0.0
15.0 0.0 13.3333 13.3333 53.3333 20.0 7.69230769231 0.0 0.0 0.0 76.9230769231 7.69230769231 7.69230769231
33.0 6.0606 6.0606 12.1212 45.4545 30.303 9.375 0.0 6.25 0.0 68.75 9.375 6.25
18.0 11.1111 0.0 33.3333 16.6667 38.8889 0.0 0.0 13.3333333333 0.0 66.6666666667 6.66666666667 13.3333333333
9.0 0.0 11.1111 0.0 77.7778 11.1111 11.1111111111 0.0 0.0 0.0 44.4444444444 11.1111111111 33.3333333333
36.0 11.1111 16.6667 11.1111 44.4444 16.6667 3.22580645161 3.22580645161 3.22580645161 6.45161290323 74.1935483871 3.22580645161 6.45161290323
6.0 0.0 33.3333 0.0 0.0 66.6667 33.3333333333 0.0 16.6666666667 0.0 50.0 0.0 0.0
5.0 60.0 0.0 0.0 0.0 40.0 0.0 0.0 20.0 20.0 20.0 40.0 0.0
9.0 33.3333 0.0 33.3333 22.2222 11.1111 0.0 0.0 0.0 0.0 62.5 37.5 0.0
4.0 0.0 25.0 0.0 0.0 75.0 33.3333333333 0.0 33.3333333333 0.0 0.0 33.3333333333 0.0
3.0 0.0 33.3333 0.0 0.0 66.6667 33.3333333333 0.0 33.3333333333 0.0 33.3333333333 0.0 0.0
27.0 3.7037 14.8148 18.5185 22.2222 40.7407 23.0769230769 0.0 15.3846153846 0.0 46.1538461538 7.69230769231 7.69230769231
