01cEFI5Pq_RyEwM3GSTopQ 67 7.46268656716 10.447761194 11.9402985075 58.2089552239 11.9402985075
01cQQpeEwWpzTgv6YUQhAQ 4 0.0 0.0 25.0 25.0 50.0
01euuGhBwvcDhl9KcPTang 4 50.0 25.0 0.0 25.0 0.0
022T8YSRmb3b1BfwzO3F7Q 18 0.0 11.1111111111 11.1111111111 61.1111111111 16.6666666667
03m0CGFwEInR8ZBGrqmO7w 5 20.0 20.0 20.0 40.0 0.0
04HakCR6gEeRYNAoKxkppQ 3 33.3333333333 33.3333333333 0.0 0.0 33.3333333333
04Jrd2zSzwHwmBqdKQDmIw 11 9.09090909091 0.0 27.2727272727 45.4545454545 18.1818181818
04ooBGyXogN57dhLgJaQ1Q 3 0.0 66.6666666667 0.0 0.0 33.3333333333
04SKYBXRAqeYIuuVDzwKNg 10 20.0 20.0 20.0 30.0 10.0
05aRozN6msYyyJIh8UEahQ 3 66.6666666667 0.0 0.0 0.0 33.3333333333
05znNZZrJXlp64r-R3S7Ug 3 0.0 0.0 0.0 33.3333333333 66.6666666667
06A3s7Ji-kJQbVxC6QbdNg 3 0.0 0.0 0.0 100.0 0.0
06kfoeRs9Acj82Yl3i9p_w 44 0.0 9.09090909091 6.81818181818 31.8181818182 52.2727272727
06Rbm5JrkxQHz7yNTaPwaQ 3 33.3333333333 0.0 0.0 0.0 66.6666666667
07a5t3hYhtPHlBviiETUpA 3 0.0 0.0 0.0 0.0 100.0
07cTodzpVqswCRGCHG7aHg 4 50.0 0.0 25.0 25.0 0.0
07OyvsOpqTWuyTtvE4_gcA 60 3.33333333333 6.66666666667 8.33333333333 28.3333333333 53.3333333333
07UqHgBkJ4Kach2sVT2FdQ 5 40.0 20.0 0.0 0.0 40.0
08eBj_o6oTncJR0ylM8qSg 5 0.0 0.0 20.0 40.0 40.0
08In-bFs8JOmSTDlQ0BfFw 3 0.0 0.0 33.3333333333 66.6666666667 0.0
08NQu7YaKY3m500DS7e5Tw 3 33.3333333333 0.0 33.3333333333 33.3333333333 0.0
08OcGan0xiT6I_oJ2loLMA 18 5.55555555556 11.1111111111 11.1111111111 50.0 22.2222222222
08u8R53F7kT6avQbIrLhvQ 13 0.0 0.0 0.0 61.5384615385 38.4615384615
08Z_Zzp8PyEmWWpYurIO-Q 12 8.33333333333 25.0 41.6666666667 16.6666666667 8.33333333333
09dr3kXV8Ff42Ur3mCh3LA 8 25.0 0.0 25.0 25.0 25.0
09Kv1q51BlUyLznzNnL5Xw 3 0.0 33.3333333333 0.0 66.6666666667 0.0
09nlgfIqh29b_zVXPdmySg 8 0.0 25.0 25.0 37.5 12.5
09QAAACarx9CzLsbRjOuUg 3 33.3333333333 0.0 0.0 0.0 66.6666666667
09YNMPANM20sCJkVvMC1vg 4 0.0 0.0 0.0 50.0 50.0
0a8hLC1V7jgOjRigoBohAg 39 0.0 12.8205128205 41.0256410256 43.5897435897 2.5641025641
0-A_cxbEmlkkq0362cvi3A 4 0.0 0.0 0.0 75.0 25.0
0AkoILvIy27Ss3UYxUGiHg 3 0.0 0.0 0.0 33.3333333333 66.6666666667
0Apb1P7RzbQEkeJDuywlPQ 10 40.0 10.0 30.0 20.0 0.0
0AZiq_OMKs3I9lTmwd5PSg 39 10.2564102564 10.2564102564 10.2564102564 41.0256410256 28.2051282051
0Bilf-3-J8hIekQVWyRGWg 7 28.5714285714 14.2857142857 0.0 57.1428571429 0.0
0BpMvu5B9fY-KEbOuxLtFQ 54 14.8148148148 14.8148148148 11.1111111111 33.3333333333 25.9259259259
0bQEsXnD6y38Fissudcq3g 4 25.0 0.0 25.0 0.0 50.0
0bQiWdKxj2EmsGYRVC9qyA 18 0.0 5.55555555556 16.6666666667 44.4444444444 33.3333333333
0BScRHEa2lVBCY4spkhmvQ 4 25.0 25.0 25.0 0.0 25.0
-0bUDim5OGuv8R0Qqq6J4A 6 33.3333333333 16.6666666667 33.3333333333 16.6666666667 0.0
0BYuj1cOFkqdcnd653bcbw 3 0.0 0.0 0.0 33.3333333333 66.6666666667
0b-zTb8lUrUAOTyGLuZ2KA 4 25.0 0.0 0.0 75.0 0.0
0CFBeDV58e3uH4vsKggEmQ 6 0.0 0.0 16.6666666667 50.0 33.3333333333
0CG3ns3gwWV5nOnfzSfUIQ 48 8.33333333333 6.25 18.75 35.4166666667 31.25
0COaKgRuDzBisc2AxcLzMA 7 14.2857142857 14.2857142857 14.2857142857 57.1428571429 0.0
0db71MbrvcJnyk71COCJBg 119 1.68067226891 11.7647058824 22.6890756303 44.5378151261 19.3277310924
-0D_CYhlD2ILkmLR0pBmnA 5 0.0 20.0 0.0 40.0 40.0
0De3TQ_uSOXwgduKL0va3w 4 25.0 25.0 0.0 50.0 0.0
0deS4g2xR4SjvjHNeHUc-A 9 33.3333333333 0.0 22.2222222222 33.3333333333 11.1111111111
0dIChGWBs9ueUXl0hhkw2w 77 2.5974025974 5.19480519481 7.79220779221 49.3506493506 35.0649350649
0dORc6ckZw5HezR3BuSsqw 109 6.42201834862 2.75229357798 1.83486238532 24.7706422018 64.2201834862
_0DvMQAs9KvA58Pf3Z4ltg 4 0.0 0.0 0.0 0.0 100.0
0DvsBDG0CEwIK8uQxUGiOQ 18 16.6666666667 0.0 11.1111111111 16.6666666667 55.5555555556
-_0Dx-cEvnQ0w2mauUpyXA 29 3.44827586207 3.44827586207 0.0 13.7931034483 79.3103448276
0eaY084BNQPQGQ9YghbQAw 4 0.0 0.0 0.0 50.0 50.0
0EBR4wDqtkbMC-wghpctEg 9 11.1111111111 33.3333333333 33.3333333333 0.0 22.2222222222
0EE3BohGb4lxWRnHLiqNnw 16 0.0 0.0 12.5 12.5 75.0
0eQbLuTmlkIzOF85LsGfsA 4 25.0 0.0 0.0 0.0 75.0
_0Eql3UB3K5-6q4IHNBbWA 3 0.0 33.3333333333 0.0 0.0 66.6666666667
0erbONkOO256HNzuIllFig 4 0.0 0.0 25.0 25.0 50.0
0eSkAhHp8w94G4SqwfsU8w 4 25.0 0.0 0.0 25.0 50.0
0f1oltdXd_3elbeLPK49Og 4 25.0 25.0 0.0 50.0 0.0
0f4IQo7Odn7nvvO4TCAGAw 3 33.3333333333 0.0 33.3333333333 0.0 33.3333333333
0F8fCVDXfGU5OOKWWQbr0w 3 0.0 0.0 33.3333333333 0.0 66.6666666667
0fcAt0wsVwvGSj8SDt7chA 5 0.0 0.0 40.0 40.0 20.0
0flaoi5DDGt-FLbmhVprmA 4 25.0 25.0 25.0 0.0 25.0
0flx66ysNDgWXO9iVdhFcg 3 0.0 33.3333333333 0.0 0.0 66.6666666667
0FNFSzCFP_rGUoJx8W7tJg 4 0.0 0.0 0.0 0.0 100.0
0g0Z7doVpASXNiQDn9b6EA 5 0.0 0.0 0.0 0.0 100.0
