00dakCMMozVoqbO3ljgVIg	1
00DeWETLJWNTx4okutHVeA	5
00IVoTJHcLi9EgDQsFJAiQ	4
00KxB2nOCoIYU7FCG1I4Rg	6
00PjBksrk0DYsG1LiJBnHQ	3
00rEiH5Z7hnPjj0bQdG2vA	5
00rv5DeFuilc39RV46Ks7w	6
00-vInDuI5I78SzGo_022A	4
00WpjbkLkxLhjd3oHUU7ag	1
00X2_x8_bAdMrpRge5Jx5Q	6
_00XHr9on_5mWtaiYtdZjg	1
00xieoeyEe5uN3lhmdBlng	1
00xlzNoUgwfYsnHL7f7i5Q	1
00xseuGETqQAwGiHtk29Dg	3
010uctFbL3rzTlxeylzAsw	4
011Az2JUgRiJObyOPZTfWA	5
012iOVBiZfpK67KUCHBFdw	4
0178DFrWNvyhTxqT-2XfUw	4
01Gc7stzEa_cL_HBtPtOFw	4
-01H9S7YxFrhRgNdvxmaVQ	1
01hiTvu2EGF4G9YIfAYkDw	5
01iRNoZ91eWlCQsQRrTdbw	1
01nTwhHBaw8AHjQDb7JGBw	5
01OMnVKqx1CME12orfIrDA	5
01pI8lIEwSAzzfPxUby-yw	5
01pjEId_A_MI4XaFyVKXFw	6
01WGYKc9lVq-V6fG_eyj3A	4
_01X4a-sS1Oc2yZuMMuCEQ	5
01x9fhwar4S7t911-oxe8g	5
01XhutBW-AAWTLY4kCRjsQ	6
02-2JMvDu9QDHUQFxAUCWQ	1
028HeCczCf00fqcLQQR8rA	6
028v9b6r4SkuDos8iXlR1w	5
02adxBzRiT2U5k8FUzMbJw	3
02JMm1ncjMQoL6QPfyhc8A	1
02LanstxBzqF_foJ8kFTBA	5
02mA_muC-5A_Oe_tv8tg0g	5
02opZRjrfcjxsYzzD8FQ5g	6
02q1ErfDu9toKO4iNQyhSA	1
02SmyhfYo1QtMQrC4T2Z4Q	5
02TxK5mDNIHBccCFetDefw	1
037gJ6fmcXCW1ajls5tr_Q	3
038fcAUG3makrkLXRgw52g	5
03ArkMwQ7gHWPOrJ28MIIw	4
03kllIN9ASWGmecQPLPqZA	5
0-3ns3QSfFL8nDXRKBZ10w	4
03OBsV-zcLWauQ4hY1P9ug	1
03Oz66jJqOPXszYgQKhusw	5
03So5fVSX1HA0cPrfIgDYg	3
03sY4uhLGJbEALve7YhHBA	5
03Wi3xFOI_DUcsIoRQDTBQ	5
03XnXCXK7gVJaNRtze5zCQ	3
044ayfuEbad7SKyM_c0OZw	5
04-b0IDhhiaVKbmDwQD3tA	5
04bgNBaA08GfHUndweJZSA	3
04Bliog4JSekIOQiImkEKA	5
04IL-BzBN8WdOQEtYVoZ4Q	5
04LI791UXGRQj0Bg_e-l3Q	6
04xW5mhSBaCzpjbcf2VSZg	5
050100laeiBF_2rANXvZlA	3
_059bXRkCzdOiEmPxZnUIA	5
059zU-spz0tX8ef37Kqtcw	6
05AcY8awfcsXX2SuJxHmBA	5
05C-afoGFwzcE4jr2E6OHQ	6
05IuMnO1tvU0tY6xQQje0w	4
05QidqjR04heYoPtdYehPw	1
05Y7z5_7j_8S2KrCGRoNig	3
067gQ2JZS15cdUhnot6rKQ	3
069_B_97dnFzvpDD9u8Jxg	4
06frpU62PNN_rh35KZfHtw	1
06FvM-0mpGxQSfoV4Em7bg	5
06gumhkxl787Td84ljLt1w	5
06jGTBWhhDAJ5PXCxIq3rA	5
06_L1SVDBshdIHvN1JGY1A	3
06LcER-f7CfKrRrCOYvXyA	4
06LFXTzxGQkYbJMlt-bBLQ	4
-06LYbA4Qm_9E83KNT1Jrg	4
06Mh4VM6Z9z3fZYNwZQrhQ	6
06nmAShwq1eUH03kqypP_w	1
06O-7pDEoDuKhD-PKQHBqQ	1
06UQzRwv8hXD9HXeiVc-mg	1
06VnnZHSaSOGWLjHIbbqFA	6
06Xp4tGhM6Ie86xZQDK0aA	1
06XTzJG5VebZuqoYWXiP7Q	6
0703OfNvhtJTX9kuMQ_qbg	4
071SxYB7Z6l88KZxhpz8Rw	3
07awdHM8_Aircu-3V3yZzw	5
07bgVxkqQZtBs8Hq-behgw	6
07D36uafGBKYnxVd5L7Ufg	1
07DuXfx_cHHvFu-fXaxnuQ	3
07f7H8VWvaNb5rl49LGdLA	1
07QrlEBAY9bp7ivPl3_tDw	6
07QVG317F2Qf0slIkP_-sw	4
07rUZ7uPEpAoMVqYqjYXEw	4
07rzOSTEkjtV-atJeJ37og	5
07-vagocs2yZJPGyNLx-lg	3
07VVhxS5yBNx5Zsj-C4ypg	3
07Z8AFJYDHaiqy1cmFaQRw	5
07ZirzeJGf66FeXsgjg9ow	1
085TP4qzSt6sr2COT4lVCg	5
08cbSEei1-eMwP2HFibS8A	3
08docTe8dJEpmtldfIkufQ	5
08fQ03TquEkERny-5YcYCg	5
08H-Eel3zK3okX6kW8wHQw	6
08hEXmqdzVeNXbnYpKqrEw	1
08K1lCMbFlvQ9VcmaTAFNg	4
08khXYusBiuRaIGCGDrk3w	3
08PXVzu6ysM93s-HaUPOIQ	3
08uQiHjASwzu4Js7FT18_Q	4
08W2WYMtjwrf8rGmJlQPrw	5
08ysiS4_oe0nFHdoyNtj4Q	5
090kdP3SHYtabwcf2PBUkw	6
098bNZOIfFJxu092fWrRRA	3
0_9g0TXf8vrp1np9U2Inew	3
09jzqsa0QTu55sgVCdsntQ	1
09n6xg2yuHg1sBC9mOJitA	5
09pyHyFfrOFiz9IzYgMixw	5
09qHJhoO0Q-VbrqOwTrozw	5
09qo3BcVjpZqCQOqDvm91A	3
09tyhxznpu1H2q4BNvL6gw	1
09YO5fwcpZT_e1LdtdV42g	4
09ZCt5inrt35zuJVtxBB5A	5
09ZFWm0feqpxfH8INjSsng	4
0a2KyEL0d3Yb1V6aivbIuQ	3
0A2rFWDII9esbDpmcykr_A	5
0A8YGP_AZOpcdm85khOhkw	6
0AATs8lhF0IcDQVK9VhgPQ	3
0AbPhr31EpMgsOCCroUb9w	5
0adP79ddXc7vy5KuARwslQ	1
0AduQ0KpViuRrmOwjgx2SQ	1
0AE0egFFTmQDL-NC_tOapw	3
0AeY5wpNSU2386HP8N5UNA	6
0aFXjOk6NqvJ61GcvOAusA	1
0a-ISXPjsyyNAMZfDbrKpw	6
0aK3o0Vd1LDc3EWX4-PJeg	1
0aks14BXaDIqj4-xc_bkaA	6
0ALGfIEnbtKMxjfCjGSN3g	5
_0AlzcZa4vHSuOHcEbTeNg	3
0AmVn00Gr2MRXIj7Y4TOAQ	5
0aN5QPhs-VwK2vusKG0waQ	3
0aN7R-2ieaHWKW6AHke6Mg	6
0AO_D2IqB0vTkLc6cLvFxw	4
0aouU2Yfzvdie87pI12-Uw	4
0ap-ue5loAYm7t1pESKPmw	6
0aQyjVmcytcjkiabuhkIgA	5
0__AsXQOV63Gl5nCUWp6ug	6
0AtO57hwndBu5Tk9CZkedg	3
0AvdW2CKxUvMPwzDrnegwA	4
0-aWamipsRNfcgFYALX1KQ	5
0aXLHE8zYcLYM7WElPRI2g	5
0AXLVN_-etsqOB-9w84Ekw	5
0a_yttIaorlvinGd9712dg	4
0B1oupXN3mPRjQgyN5xRvQ	1
0B1rmepvCqVWex4zDYOGsw	1
0B2i-RO_IfMVhb3biIRhUw	6
0B72lj8x6TXrKuAYpaHL3w	1
0B8XHsrWEaa4A35GDwCRbg	6
0BBO-d1_Dr16Tc55x--ejA	5
0bC7Urq8fShGmwPkDoB7aA	3
0b_ehtfJXDNSBJMW1hSQ_A	1
0beZngJ03EmIQfVcnlVK4w	5
0BFOLUZ5D7eyeJOY6ptx2A	3
0BfSTRcQpBTeNlx9SuAGWw	1
0bf_zvgBrEOnx7TLh8dxOQ	4
0BgTnqBc76Wp4aQTRIkqlQ	3
0bIha3TN6o0gF-L28yqgnw	6
0biMLw2xDuS5vapftFr_cA	5
0BJiIIF7BEboWLI9v3kt6w	1
0bKzvtpZjT9FNDj1YoiotA	5
0b-mORh60rfe6JOCW3vRfg	5
0bMUm7UHN3WVyTsJlU0Aiw	5
0bNXP9quoJEgyVZu9ipGgQ	7
0bO77jpzWglCW3JFFy9ijw	6
0BqDTIfXyiDJgvfholdctQ	5
0bRCHX5BTblUWcfURIKR5A	4
0BT613A1PBxuwxUzjEb6VQ	5
0BTW4a0JASb35L4eYAdheg	3
0bWnP902tqiUoR47WWdRmA	1
0bY7XTLpcN65SSnyNM0TiQ	5
0bZ0kpqHyKIOzsKCn77A4A	5
0c9N11Ng1MH2wIhIH2gonw	5
0cCnoMRmxffHLwTW5-orrw	6
0CDKPyRcun_V9UFJhUxZcQ	3
0ceSgE-VhrPMEmy9QpeEwA	6
0CHdcw3BTe4GZffBNa6a0Q	5
0CIP-nma5yM9HY1OOBS2yA	1
0cIXWwrIWEW0qBzfPVZjMQ	1
0cj_8aqTEbAEYCj4rm2vng	6
0CJtZL8wxKoaznBSdW-G9w	3
0clhhTKZhUSUyf-Ivkcl_Q	6
0cNQe7YKsRlvIyrVSL-IUw	1
0cOh3F2ZwS-lsD5WatDIKg	3
0cOI9_KEHf0QahoOkJ8ynA	1
0cOr6YX61FwOkVM1uECbvA	6
0cpYLEs1lvGL1jcOB0exQQ	3
0CQ3hLCTSdX8m31WqNhZXw	6
0CRbVcph2RJnvX0QiBBhZw	4
0CRk-70pIHwk16iKGVCpxw	5
0csAyu4VGRViDLRL3I3AXg	5
0cSKuQFHMPc-KI3vrKdVAQ	3
0CT85euPR6v8XCdntpo6nQ	1
0cUeP41LWMpjI6b6Z6X4yQ	5
0CY9WLYFbVJfOMV2-B88oA	5
0CYhB68n3xNSHwV2nUwIRA	3
0cYm4CW2l--szcovxF4BOw	5
0D0ypakiUxrN5c7gCUy_Xg	4
0d3HY40YxBaOruxtLZME5Q	3
-0D3oSKIIWCTtii9ggLpcw	1
0d3vlF6zd049N-AZvLtXnQ	5
0d8aK3J6erYIycfoVI259w	5
0dB8rQJuFfTEa2NFX-5ifg	6
0dCWD2xY9HMlsq1l957FuA	3
0DDWHEWmcYWGIPQ6fvG_xw	5
0De8PhK9xtqWUOcSZRlYSg	4
0DEAL4dZUJMjrvCvHAhJvA	3
0dgQa81w5it1PMpGpC_L0A	5
0dgQKmIR4Sw2BL6kk8igWw	5
0DJ0kYwu9Ms5S2d1625TYQ	5
0dJPYfb_JT5OcXaZCoDe1Q	6
0dkI2HjFmQqB349iKMreww	5
0DlSIK24onG4ygRK8c9Mog	6
0Dngp-JFYvvXD4cy6plvbA	5
0-DnHbefypwaHjA-fH8wTw	5
0DOEc9POS9w4fViJOLM1xg	3
0dpNmJxKp4Ha-fzJ2R8cCw	5
0DpSdYq2IZMgBX2HpoFfKg	3
0Dsxcigdb_5P6e9PHXN6sA	5
0DT6uIuDUM30L2frlnZHtA	5
0DTq8_ZpxKEGpxmr8HnnPw	3
0duVb6iU3QOiFDRpSiOfKA	6
0DvT2DQSFcHIi7tATvctnQ	5
0dYZD-pRFiL-z04ub-o87w	6
0DZqGa_2oACXLTPlYRMiqA	1
0DZ_Vk3_42QCU-fIquv4KA	1
0e6TGhfPN9aVGL9WgGLCnw	5
0e7gW3nIQfj50_peFjI8Mg	6
0eBLJkqd_22c1A7zG8fEiw	6
0Eck5WWuXkzee6uvqMy6zg	3
0eDMU31bPVZzoJ3etr4tUQ	6
0Ef8Vt_bbCyI2rxtMy6kJw	1
0ef9ECBuv5gghvcPxTI0Gw	1
0ekHpwODtUAFB4Jp1SCCpA	6
0e-lBofdR4ir9wqxhuj_4Q	1
0eLpajw4F1ZyF1iKSvDqUg	3
0EM8JSXYMPWeDz5PrN3omg	5
0EnU-55u362l21CWWEN_CA	6
0EQNAAU76vqPUVDdwhxBjw	6
0ESKCRpuN5i7msbn1m_aFw	3
0EtZMnRQF2YsXvWBQ7FauQ	5
0EvgOq0UPO9vMp-lxuoHgQ	5
0EVJRYAg9G1ZkGhP30jtsQ	5
0eZpPw8hHi8r-mOisi9iiQ	6
0F2cVoPyMrzsqIyv_spDFg	6
0F2TzQoC1KG1pOqe3wC6gQ	5
0F8_EKQvuIz803xHPKKl9w	4
0F9Tjaq41ymfwbzaIeeOYg	6
0_fAqkBpqWtcNRYBxqPRBw	1
0FBHDK_lXbAdSRopnOwyVQ	5
0Fc7s8vdfkuiFDhE3rCusA	3
